UserID,PreferredNationality,PreferredGender,PreferredExhibitionRole,InterestInModernArt,InterestInHistoricalArt,InterestInSculptures
71,Moroccan and American,Male,Competition Judge,0.898378211745136,0.35501227539560565,0.16523135395837008
72,Irish,Unknown,Designer,0.12075191006364194,0.39947719126234194,0.36589038015485364
73,Canadian Inuit,Unknown,Designer,0.07197616163043097,0.8669092510575261,0.3389474007171607
74,Ukrainian,male,Arranger,0.25905950152105073,0.08377472899358662,0.8051074527457015
75,Chilean,Male,Installer,0.13411754429715472,0.04996368441023136,0.1257639880150082
76,Netherlandish,male,Arranger,0.2312321091163002,0.6621431042697152,0.9195463581143788
77,Croatian,Female,Designer,0.875992359414434,0.9680449732724531,0.9550930898571329
78,Native American,Unknown,Artist,0.027729732206248858,0.8661664591297925,0.5150689473101351
79,Croatian,Female,Installer,0.07047519624176024,0.14050471469434733,0.8208663910787711
80,Mexican,Female,Curator,0.16332613566476617,0.7773859866030699,0.4290575587044161
81,Italian,Male,Installer,0.587899046627097,0.8535989608552804,0.8670135742539001
82,Swiss,Unknown,Arranger,0.08881873188694511,0.529820323315512,0.4347983573407973
83,Russian-Lithuanian,Male,Competition Judge,0.3787394314010797,0.32910361221374906,0.3489318004205586
84,Moroccan and American,Unknown,Curator,0.10724684967849196,0.7505025220051104,0.5970553052197496
85,Florentine,Male,Designer,0.6067196530223528,0.5224263427799718,0.800082347394866
86,Slovene,Unknown,Arranger,0.867020621621572,0.664113283500683,0.052684001825821114
87,Chilean,Female,Preparer,0.6080615681440271,0.6939235445441941,0.5154870118211138
88,Hungarian,Male,Installer,0.9065573969850824,0.6886016609554996,0.6668739178056421
89,Icelandic,male,Curator,0.22593885244096956,0.04589373198185609,0.8080054878507279
90,Hungarian,Unknown,Curator,0.17283882268442796,0.15388332645669733,0.4221695292192129
91,Czech,Male,Curator,0.053052713524319395,0.993109895977409,0.8358207563958542
92,Austrian,Male,Arranger,0.5003518599188034,0.25433454050513327,0.4884208368339148
93,Finnish,Unknown,Artist,0.7284794024972118,0.9808654784207897,0.7661935989432098
94,Colombian,Male,Preparer,0.45128543378576547,0.85293700050929,0.7485277380740109
95,Russian-Lithuanian,Unknown,Competition Judge,0.03484697578204232,0.3447838021277855,0.2677209968819554
96,Israeli,male,Designer,0.17624502296123834,0.43728251618513203,0.6179365922204763
97,Icelandic,Male,Designer,0.294714678364966,0.051393291938464536,0.05661873691255137
98,Irish,male,Arranger,0.2586123731352781,0.26336559505957535,0.2915710278241189
99,Uruguayan,Male,Competition Judge,0.0750125166696215,0.26180081126812693,0.36093851304593805
100,Japanese,Male,Curator,0.676312605240583,0.9880719480448963,0.8575091045844839
101,Brazilian,Unknown,Artist,0.296747969943144,0.7119117712667128,0.005314956241430746
102,Bolivian,Male,Installer,0.9034703807899902,0.03268443088041961,0.7852674165509543
103,Icelandic,male,Designer,0.8382465035221914,0.023145695814022704,0.43904399752172674
104,Unknown,male,Preparer,0.0005566311015829939,0.7400892071828359,0.2483710370694613
105,Georgian,Male,Arranger,0.22741875115427823,0.32487599695874203,0.8606374124545254
106,Flemish,Male,Curator,0.1952708100954622,0.6564753476780308,0.5813859997216095
107,Polish,male,Arranger,0.18603983057849283,0.6890326274222629,0.01804082081295777
108,Haitian,male,Competition Judge,0.6780920720294373,0.4187208001530597,0.5870712808458061
109,Bolivian,Male,Arranger,0.6812135523702203,0.10967297716718294,0.8442330888402187
110,Australian,male,Artist,0.7385186138940116,0.7082055229208621,0.45419786241882265
111,English,Unknown,Arranger,0.8290206594937565,0.6388121095830858,0.7878638350652666
112,Chinese,male,Artist,0.7678577512905407,0.675774134321803,0.15897172696598483
113,Ukrainian,Female,Preparer,0.6644558256134977,0.9536080452735769,0.09971202952015779
114,Sudanese,male,Artist,0.6112463622074494,0.5016961462669803,0.8591057035337565
115,Brazilian,male,Arranger,0.0003713858469237552,0.06300896355717844,0.3357978874601645
116,Luxembourgish,male,Competition Judge,0.22369694614428637,0.7464942085424892,0.5247021058170624
117,Georgian,Female,Competition Judge,0.898706904800977,0.6874253548072788,0.5114948468366491
118,Uruguayan,Male,Artist,0.9721506573880904,0.060246778984842875,0.49153890002051137
119,Latvian,Male,Artist,0.41405430800654597,0.9062907524876637,0.9483091380262716
120,Belgian,Female,Designer,0.9615517914835976,0.21093006671869408,0.42610937559852824
121,Haitian,male,Competition Judge,0.4505789723612672,0.43566746561964587,0.10096258458718499
122,Ecuadorian,Unknown,Competition Judge,0.24167741914515561,0.1446599621561525,0.4774950166950106
123,Bosnian,Unknown,Competition Judge,0.3240571780621164,0.0344275536170221,0.6327110223373698
124,Icelandic,Male,Designer,0.7701989290028867,0.29387716440973444,0.8008781044724275
125,Nationality unknown,Male,Installer,0.9009779579994883,0.8021179933712334,0.058932536441906436
126,English,Male,Installer,0.649725403025328,0.8680381204511528,0.9265749505563335
127,Milanese,Male,Artist,0.9979976367985268,0.3816042712562001,0.9912820242138662
128,Unknown,Unknown,Installer,0.10928977183015809,0.3914220166867163,0.7448170937231168
129,Brazilian,Unknown,Competition Judge,0.4201498544420724,0.4753338489612964,0.27441914904783893
130,Ecuadorian,Female,Artist,0.7763564754277041,0.18096686170171283,0.7206385601694313
131,Mexican,male,Installer,0.3955954757967396,0.047192251800385665,0.5840561415316042
132,Canadian,male,Designer,0.648455159301178,0.9951646090203999,0.9629974480710858
133,Swedish,male,Artist,0.8750151269830134,0.8513335129356538,0.9182232014008005
134,Venezuelan,male,Designer,0.6689044173765681,0.7023709320435417,0.7443836078433597
135,Danish,Unknown,Arranger,0.2477828117271913,0.6225928738737764,0.6878924404125292
136,Venezuelan,Female,Curator,0.8022030809301364,0.3857796079338519,0.7393732434655489
137,German,male,Arranger,0.5342389609470389,0.18838745212500496,0.2352925217148223
138,Turkish,male,Installer,0.5570602071735105,0.22458344787659845,0.6941630749154505
139,Swedish,Unknown,Preparer,0.12211283198103506,0.43774038612733546,0.9656636364908988
140,Catalan,male,Artist,0.996921244165653,0.6272436495635394,0.4744913901566946
141,Native American,Female,Designer,0.4998600493721038,0.1580898588804015,0.9969896841563993
142,Cuban,Male,Competition Judge,0.873689989894698,0.6985553038361655,0.9402644701964
143,Latvian,Male,Preparer,0.8281633368946244,0.8173477930742031,0.3683822644321667
144,Icelandic,Female,Designer,0.575209337825477,0.8474454718688967,0.382563740000906
145,architect,male,Arranger,0.7442168072816379,0.8905047992741328,0.7778597614516158
146,Catalan,Male,Artist,0.9821511307473301,0.18516663765013663,0.9816332363011564
147,Venezuelan,male,Curator,0.08608023898065664,0.4628583278642847,0.05636156270218262
148,Irish,male,Preparer,0.894696748860311,0.012950617532257014,0.8164152720251214
149,Finnish,Female,Curator,0.23066758328978765,0.6401657185378599,0.9907441456467074
150,Swedish,Unknown,Preparer,0.1901782827223224,0.11557354860477942,0.8466391462568764
151,Bosnian,Male,Arranger,0.7867192707554655,0.39907798151363005,0.8184409554185134
152,Indian,Unknown,Competition Judge,0.5310264067493576,0.5227497827509758,0.9841323608892146
153,Iranian,Unknown,Curator,0.3035493456354128,0.6876425363535913,0.24886903127405624
154,Australian,male,Curator,0.8087909404542132,0.995309605539929,0.9479258830515085
155,Russian,Unknown,Competition Judge,0.6812913763638615,0.2591156949391117,0.8918687405155834
156,Danish,Male,Arranger,0.1290915543206098,0.557064133933701,0.2806594119850597
157,Panamanian,Male,Competition Judge,0.8150225916233532,0.7550918760567681,0.3250648311803682
158,Iranian,Female,Installer,0.022640638408619962,0.9384373160464996,0.49609539823581716
159,Japanese,Female,Artist,0.17171738062902697,0.16014940713735648,0.16847659361710754
160,Slovene,Female,Artist,0.8810866298976754,0.17159111590758225,0.1732644038249469
161,Italian,Male,Installer,0.3957403420835952,0.4041776827964315,0.84415531310843
162,Cuban,Male,Preparer,0.01226415575999984,0.3665008552674488,0.9412194156339458
163,Flemish,Male,Curator,0.1293808881244598,0.09372031386037216,0.5078401825771289
164,Brazilian,Female,Installer,0.48919601718329475,0.13777552329099596,0.2686956387966237
165,Irish,Male,Preparer,0.11963082223003774,0.9771298246687651,0.2034239012371205
166,Ecuadorian,Unknown,Preparer,0.745618127993876,0.36253049476150856,0.006852499411079238
167,Israeli,Female,Designer,0.1953528403943693,0.7832831316784219,0.6083060256361587
168,Norwegian,male,Curator,0.6091535270594263,0.46145552212357954,0.32673731244465065
169,Austrian,Unknown,Preparer,0.7757341689049764,0.8276858683567103,0.6012270694831097
170,Yugoslav,male,Artist,0.12284576410579662,0.8992649219808042,0.4549662707597103
171,Guatemalan,Female,Installer,0.22320185160389694,0.5079756329024586,0.9234442535175973
172,Czech,male,Installer,0.717768368389579,0.40937682022348376,0.6125142061618432
173,Iranian,Unknown,Artist,0.5647821808390694,0.7775502049757326,0.3977357040540783
174,Peruvian,Female,Curator,0.9400535321074339,0.9427110659735254,0.12030337021928739
175,Spanish,Female,Competition Judge,0.8803525739972619,0.5568678097577546,0.293659570259875
176,Mexican,male,Curator,0.3768260866427049,0.6229467401215338,0.010218894114644939
177,Florentine,Male,Installer,0.1286579385853055,0.5918246216728844,0.8703960022782896
178,Russian-Lithuanian,Female,Curator,0.14285644887618754,0.26579300501491643,0.6654746806481443
179,Venezuelan,Female,Preparer,0.02883388742070625,0.6810763431460584,0.3722120514750069
180,Iranian,Male,Designer,0.3786526749708339,0.48068068660878904,0.939046055786489
181,Austrian,Male,Arranger,0.8392708203125734,0.4787111025999514,0.6883767997208994
182,Austrian,male,Designer,0.3391945357499244,0.5415206004621484,0.30157399968056475
183,Native American,male,Designer,0.587059041732021,0.9745872934682047,0.7642438632523885
184,Nationality unknown,Female,Arranger,0.8373397369647849,0.6806242862611388,0.41171292233187773
185,Scottish,Female,Artist,0.820547585758106,0.42128963961251786,0.2802485087765667
186,Catalan,male,Competition Judge,0.42646259482357274,0.8635729304868233,0.5794827507514733
187,Milanese,male,Designer,0.9009846013563425,0.5330668255920729,0.11987414581630973
188,American,male,Competition Judge,0.42189374576817007,0.17695300871288866,0.22808303166699184
189,Spanish,Female,Arranger,0.19863644838122663,0.2547804429235231,0.06198971128365627
190,Dutch,Unknown,Arranger,0.9526390562630037,0.5478771745197532,0.7626104335689627
191,Panamanian,Female,Curator,0.30023679473767784,0.640075782184408,0.24278291370647165
192,Brazilian,Male,Designer,0.019896391035679972,0.6662485670548516,0.3641531921213882
193,Milanese,male,Installer,0.46775373161683065,0.8262884260625543,0.23604927469374204
194,Indian,Female,Curator,0.2184878226244088,0.09028721550027952,0.27986546757567
195,Polish,Female,Artist,0.18435650147834004,0.5687992503794536,0.8700855198976921
196,Native American,male,Competition Judge,0.3190869233553847,0.3001882679798423,0.06244255928953302
197,Canadian,Male,Artist,0.9941556522785676,0.903160032820551,0.7514714757666482
198,Rhodesian,male,Competition Judge,0.22858875289378666,0.2870509755736742,0.6453789274416062
199,French,Male,Curator,0.047455800859509845,0.9377172000384573,0.49360314080769674
200,Canadian Inuit,Female,Curator,0.14613236932073437,0.6915699123564417,0.033159337346183926
201,Milanese,male,Arranger,0.6213746773502062,0.12206768698610815,0.4155472530669131
202,Russian-Lithuanian,male,Competition Judge,0.2587060399155704,0.004536190677219887,0.8186949791036617
203,Florentine,Male,Competition Judge,0.6932689476914365,0.47232821828623395,0.46984878885403836
204,Belgian,Unknown,Artist,0.8369838438674149,0.2945323079339547,0.7071117506453939
205,Bolivian,Male,Artist,0.402996688302365,0.019387892753962244,0.8318004423628668
206,Czech,Female,Designer,0.055324572626531454,0.07992664367533975,0.9769621301606127
207,Greek,Male,Curator,0.604178625630144,0.9400251756082908,0.2104146299453492
208,Russian,Female,Curator,0.3360257342337769,0.2017353198274594,0.26124580363077654
209,Chinese,Unknown,Arranger,0.45055633223312574,0.7862419977954824,0.10942687006485752
210,Nationality unknown,Female,Designer,0.3977331256360962,0.1195022409898,0.08007341821079006
211,Venezuelan,male,Curator,0.07118696367290167,0.5947039695463541,0.325320363221961
212,Argentine,Unknown,Installer,0.6641616922283711,0.4214981773279419,0.2677950766205467
213,Russian-Lithuanian,Unknown,Curator,0.5640132139113786,0.7490063851793701,0.06419986065999983
214,New,Female,Artist,0.27396571096348743,0.0027752445444879648,0.09099230177728168
215,New Zealander,Male,Artist,0.8991221082811279,0.21600285744293324,0.15659473107729005
216,Swedish,Unknown,Artist,0.5075922130741113,0.39237069388299384,0.7735328200413202
217,Chinese,Female,Arranger,0.5819364614887306,0.13535825944974622,0.5654948431541594
218,Italian,male,Preparer,0.5382040045304566,0.34896361999255354,0.9345822991968926
219,Austrian,male,Installer,0.3000595353985761,0.622241632351436,0.5421464962181791
220,Florentine,Female,Preparer,0.15053343500908056,0.3364249865007871,0.4908479537752042
221,Mexican,Unknown,Curator,0.24784264604356276,0.17698465496856464,0.03014980938670464
222,Russian-Lithuanian,Unknown,Designer,0.8155304805830134,0.3832023174550879,0.07608419367884922
223,Moroccan and American,male,Competition Judge,0.12153821012354282,0.2683676389307057,0.14534294792587976
224,Irish,Male,Competition Judge,0.8158976951531973,0.19886418399490935,0.900045727938569
225,Ukrainian,Male,Competition Judge,0.12413641974880352,0.47999676429767213,0.14069530234913818
226,Hungarian,Female,Curator,0.856475183725622,0.16691112960900512,0.8390423589604992
227,Bosnian,Unknown,Curator,0.040748399043823436,0.4211271624359829,0.8565700462134903
228,architect,Unknown,Artist,0.8394178120987664,0.5610435341934238,0.5876213782637072
229,Czech,Unknown,Arranger,0.6332655856157012,0.046098356564189924,0.6857666559568023
230,English,male,Curator,0.8794646179394014,0.47779965740726993,0.4487708789058902
231,Guatemalan,Male,Curator,0.576101775584091,0.0887014649531388,0.9577323743488371
232,Cuban,male,Artist,0.4978150934971308,0.7522754402443452,0.3070793610047011
233,Flemish,Unknown,Arranger,0.8684884483055842,0.3859361231220456,0.088219882472097
234,Venezuelan,Unknown,Competition Judge,0.204756244173261,0.413335460514494,0.8875836234453193
235,Venetian,male,Curator,0.5625169733980033,0.08850720950505808,0.07228607177356561
236,Netherlandish,Male,Designer,0.9448965877063535,0.6963354690792878,0.9570554503168195
237,American,Male,Designer,0.13913687206227887,0.4913740047026025,0.9726894617698133
238,British,male,Competition Judge,0.3182819057831958,0.32382521218838145,0.7463191226665651
239,Swedish,Unknown,Competition Judge,0.3464756134934768,0.2932798191646442,0.7856592025820858
240,Czech,male,Curator,0.33898528188860466,0.5374474123646095,0.26126276394697656
241,Cuban,Unknown,Installer,0.31242259658205873,0.14487792043413394,0.06914142695383907
242,Hungarian,Female,Competition Judge,0.725772923305738,0.43765538647277746,0.45673279137733014
243,Greek,Unknown,Curator,0.8211032545818839,0.4867593675825648,0.00502331814473056
244,Czech,male,Installer,0.9502136455408506,0.21169232072396194,0.77733931488177
245,Panamanian,Male,Arranger,0.6129114073694517,0.9010706193805993,0.37547430084927735
246,Icelandic,Female,Designer,0.05563827313627334,0.30025169799002116,0.93163188996887
247,Uruguayan,Unknown,Curator,0.5507123417582485,0.08376909017471612,0.8927428556036177
248,Russian-Lithuanian,male,Designer,0.09937656733585376,0.354623953296742,0.811226292618327
249,Norwegian,male,Designer,0.5091974104355093,0.1991094085577071,0.4308896608107984
250,Colombian,male,Artist,0.952577091731612,0.9243314692251228,0.03356851886810863
251,Nationality unknown,Female,Designer,0.26054712153938975,0.7540457210696102,0.3839071233729354
252,Czech,Female,Artist,0.4839081061683286,0.08733343040514063,0.7371794771273833
253,Unknown,Female,Competition Judge,0.12495194680544985,0.7824497468571725,0.8896039825784209
254,Brazilian,Male,Installer,0.11345164710451516,0.8445481734131784,0.9339724664602397
255,Unknown,Male,Arranger,0.8919144234737341,0.2657435859034857,0.617651399171785
256,Greek,male,Curator,0.7285989841050242,0.21344318354605207,0.6863664721295141
257,American,Unknown,Arranger,0.09883943393191608,0.7557448626322683,0.56921189195316
258,Brazilian,Unknown,Arranger,0.8156570550843912,0.15477327476148817,0.957148321968966
259,Swiss,male,Designer,0.08995171398499158,0.23673100173201989,0.2466590838072884
260,New Zealander,Unknown,Designer,0.0591158575190861,0.03882289983198772,0.6202949388124566
261,Florentine,Male,Arranger,0.9316210751756995,0.9812280299378829,0.044261164991943325
262,Catalan,Unknown,Designer,0.39389871299578216,0.09456724859403709,0.6061396935822326
263,Unknown,Male,Designer,0.8070246035045169,0.8946314417929839,0.6749855945454647
264,Georgian,male,Designer,0.6707743432299867,0.16005912135799794,0.39789592082178427
265,Argentine,Male,Installer,0.764440635802797,0.0603477010616541,0.17501235539215965
266,Mexican,Male,Artist,0.4744304802467889,0.13644763015556072,0.9270528597336936
267,Swedish,Male,Curator,0.03542548847650917,0.07410437895582622,0.42865821462322096
268,American and Mexican,Female,Competition Judge,0.040519402266600446,0.17632006937694267,0.11407108625800866
269,Spanish,male,Artist,0.5617254709044958,0.8780650316327054,0.7956437426099522
270,Latvian,male,Installer,0.2959023348001767,0.043594332690825355,0.60397519899132
271,Bosnian,male,Designer,0.4586258665654078,0.11455542890735626,0.7907001576765601
272,Ukrainian,male,Competition Judge,0.7544763762361911,0.670944799175084,0.6925207791072174
273,Ukrainian,male,Designer,0.9619922880994783,0.4465047957343057,0.9758751598347408
274,Netherlandish,Female,Artist,0.9326972923329595,0.4576732887452545,0.8513054493198654
275,English,Unknown,Designer,0.3926363977836663,0.9537707853849294,0.2728287700390951
276,Korean,Female,Installer,0.261259859841504,0.577015866227248,0.9426524680178244
277,Hungarian,Female,Artist,0.22661985993346856,0.1843382826957638,0.8145531339974333
278,Slovene,Unknown,Designer,0.971305284783986,0.4493819864567692,0.6668044466991223
279,Slovene,Female,Installer,0.2188063026837791,0.5930963441780498,0.4655505644639537
280,Tanzanian,Unknown,Installer,0.15463248583010625,0.6130044128188188,0.36066146168474933
281,South,male,Artist,0.39073266553048525,0.9367660044572985,0.9268051246095992
282,South,Unknown,Arranger,0.41619600338232754,0.4496409481030784,0.6348299051682078
283,Turkish,Male,Curator,0.8525849383111437,0.14061714394354885,0.4083978741880949
284,Greek,Unknown,Curator,0.2387928953796118,0.7514888679375068,0.28558976078764786
285,architect,Unknown,Artist,0.4943590296523461,0.5452687834857377,0.26327241021868264
286,Flemish,Male,Artist,0.3655747757490807,0.5085777122307829,0.21474843976651659
287,German,Male,Installer,0.6113297929696969,0.08735445346642146,0.9189802016920059
288,Venezuelan,Unknown,Installer,0.2715108845520613,0.3667838961108343,0.28229970719076736
289,Yugoslav,male,Installer,0.8051316992952214,0.24006048531052693,0.8324492334638515
290,Israeli,Unknown,Designer,0.3833292785188107,0.2673261318734401,0.6417981736529988
291,Brazilian,male,Installer,0.4234863522075495,0.4864483822522606,0.9113711686412276
292,Rhodesian,Female,Installer,0.6176576851502933,0.43770268951244706,0.6617416234803105
293,Russian,Male,Artist,0.26023004675489103,0.22686617349806804,0.09485953381147239
294,Catalan,male,Arranger,0.19842345469011013,0.755164691083096,0.257914893967516
295,Brazilian,male,Arranger,0.7500431483230193,0.8306431075493718,0.882801830055056
296,Bosnian,Female,Installer,0.8884875575968523,0.8622980416871001,0.4701826111253289
297,Hungarian,Male,Artist,0.4195638123956479,0.6154847194157835,0.42714091198158655
298,Cuban,Female,Installer,0.9519983641221826,0.18623353597960535,0.4169343292431569
299,Sudanese,male,Installer,0.1990928213887253,0.13606539029039444,0.6858024972059652
300,French,male,Designer,0.7954251390687317,0.8489549725557515,0.3481658552075113
301,Swiss,Female,Installer,0.5298543445274339,0.44535128246245304,0.05418821851554467
302,Chilean,male,Designer,0.9647417455422206,0.639858584262733,0.25050009988251065
303,Israeli,Unknown,Designer,0.8172711511361834,0.2748424812786766,0.4733472850106195
304,Peruvian,male,Designer,0.4016117040569601,0.3648566528867442,0.42313460600202
305,English,Female,Preparer,0.5891049969749429,0.8887544498864228,0.9921793748144411
306,Bolivian,male,Arranger,0.2598754247254529,0.42299503957276574,0.015435294022880797
307,Croatian,Female,Curator,0.4701712339658699,0.8516687903350313,0.27377848894020507
308,Finnish,Unknown,Installer,0.5292025323327351,0.3627898476331576,0.0774175280531274
309,German,Male,Installer,0.8642080552227912,0.12230723932874421,0.16125279364999723
310,Dutch,male,Designer,0.13900982523367944,0.6628583850310726,0.8199438826031182
311,Indian,Female,Artist,0.8813282411979126,0.4672534208616649,0.22300948141035837
312,Swedish,male,Designer,0.000188234985095459,0.7305199412958537,0.5365928607372619
313,Australian,Unknown,Preparer,0.31072369898175534,0.8710423828718944,0.9764271239818778
314,Dutch,male,Competition Judge,0.8434611295191657,0.592395151074245,0.3844348862360174
315,Latvian,male,Designer,0.0795712693467524,0.8318862723090025,0.7058549678455445
316,Iranian,male,Installer,0.921503242979321,0.6167888748865321,0.6834498843673542
317,German,male,Competition Judge,0.05443317613207088,0.6483383314372035,0.02756120601079548
318,architect,male,Arranger,0.13518888983270172,0.09849954175984021,0.18618306532858642
319,Venetian,Male,Arranger,0.14735870627269543,0.9870651818066051,0.9174827767999826
320,Swedish,male,Designer,0.6032370664505001,0.9503211743252741,0.023622765800269785
321,Cuban,male,Arranger,0.06892273867122745,0.6112946314991001,0.8334971924139999
322,Panamanian,Female,Designer,0.22648756465540099,0.42748662261525705,0.8809189795557457
323,Canadian,Unknown,Installer,0.8039479548790907,0.2420803156355168,0.8132821113615462
324,Sudanese,Male,Competition Judge,0.29398146764061317,0.058478377693488404,0.987347782950385
325,New,male,Competition Judge,0.8641796523453096,0.20594429113077928,0.4732513195752184
326,Nationality unknown,Male,Competition Judge,0.9299420526409975,0.6416681046426675,0.31432690685938436
327,Bolivian,Female,Preparer,0.7297387265985562,0.9654777024782404,0.9571932661760352
328,Yugoslav,Unknown,Preparer,0.613918028684882,0.8217537240408913,0.8581527056221346
329,Belgian,Female,Arranger,0.5913387339665138,0.883220323375104,0.7344406495394138
330,Venetian,Male,Arranger,0.4901377142297113,0.9738567522295989,0.15098488663027687
331,South African,male,Installer,0.3034874041701675,0.3718686440337766,0.9166001398076782
332,Swiss,Male,Curator,0.12274221572946509,0.4251523451686131,0.15977488501636394
