UserID,PreferredNationality,PreferredGender,PreferredExhibitionRole,InterestInModernArt,InterestInHistoricalArt,InterestInSculptures
34,39,2,-1,0.2844797719153138,0.9739306142194768,0.3748032426809798
35,-1,1,5,0.8521492739559672,0.9752597790515972,0.4884872220659058
36,-1,-1,1,0.7826911949904432,0.6906363512774055,0.2814465865843578
37,-1,-1,3,0.2486280405533995,0.7860402647751684,0.596501842893656
38,-1,1,5,0.1268224391267861,0.5938407605975706,0.1500262850473952
39,41,0,-1,0.7316195618145704,0.8815388635186312,0.9294520840261298
40,42,-1,0,0.8009937307657138,0.8392846714375153,0.306342333380964
41,-1,2,0,0.6152946765702703,0.7592157743307105,0.2928498898339785
42,24,-1,3,0.7152185656801233,0.8817293261868889,0.967160696433046
43,16,1,0,0.9962301280949502,0.743333243059124,0.2891132595977189
44,-1,0,4,0.3570737849241857,0.7203839159796557,0.4241776012023596
45,28,1,2,0.1357269527781057,0.6913459476641001,0.4266602161997325
46,16,1,4,0.7040670724216421,0.3079998455879776,0.696725096522629
47,-1,-1,-1,0.9589830570219936,0.2032954808280046,0.0075205387650024
48,37,0,5,0.7340696649784624,0.7986174519324694,0.6426733916548781
49,-1,-1,2,0.3033794332815447,0.1505998256596697,0.5569006094619572
50,-1,1,0,0.8317038944928021,0.9065730521665616,0.932324562602738
51,3,-1,1,0.4940751396116516,0.586479072547596,0.0674205558041554
52,-1,0,1,0.1406937007930607,0.7913970578700432,0.643341399252737
53,22,1,4,0.1025034323428295,0.0427048363197569,0.2403914901115013
54,9,0,3,0.2192975779007848,0.9118317035241106,0.7406613009906363
55,15,-1,-1,0.7514706060212162,0.4405012963505691,0.2726803019510484
56,-1,0,0,0.3131918260290025,0.0885979922413671,0.0674521703137038
57,32,2,1,0.3398701209642234,0.4488170086558077,0.2180059354019006
58,-1,2,2,0.8159503886614257,0.3409389475724705,0.17584888233746
59,-1,-1,-1,0.9040068403053172,0.8494571195278281,0.3609585047332079
60,-1,-1,0,0.5311612668710256,0.3138032561334486,0.4855351348436023
61,37,-1,4,0.3937730989648964,0.8531047456689032,0.0558802266280876
62,8,0,4,0.1748845362332113,0.8980777740442881,0.2436129791262583
63,3,1,5,0.9648146031873108,0.6505859640967756,0.6158150168100303
64,-1,-1,4,0.8300240909660217,0.4460387698210522,0.0679510397454937
65,21,-1,1,0.1035013308406427,0.4157481747228776,0.8655100213376855
66,-1,2,0,0.3228519302753521,0.9846248412973284,0.6807993581290085
67,29,0,4,0.4703890832841908,0.2894292861494197,0.6354409929251567
68,-1,2,2,0.9106963858323224,0.4326368569836651,0.2331689368188512
69,30,0,1,0.8413178805279498,0.6082889283682297,0.3265146603017183
70,-1,0,4,0.3760165647546516,0.8349745069346848,0.9847797259914076
71,-1,1,2,0.898378211745136,0.3550122753956056,0.16523135395837
72,-1,2,4,0.1207519100636419,0.3994771912623419,0.3658903801548536
73,-1,2,4,0.0719761616304309,0.8669092510575261,0.3389474007171607
74,39,-1,0,0.2590595015210507,0.0837747289935866,0.8051074527457015
75,-1,1,5,0.1341175442971547,0.0499636844102313,0.1257639880150082
76,28,-1,0,0.2312321091163002,0.6621431042697152,0.9195463581143788
77,-1,0,4,0.875992359414434,0.9680449732724532,0.9550930898571328
78,-1,2,1,0.0277297322062488,0.8661664591297925,0.5150689473101351
79,-1,0,5,0.0704751962417602,0.1405047146943473,0.8208663910787711
80,25,0,3,0.1633261356647661,0.7773859866030699,0.4290575587044161
81,22,1,5,0.587899046627097,0.8535989608552804,0.8670135742539001
82,38,2,0,0.0888187318869451,0.529820323315512,0.4347983573407973
83,34,1,2,0.3787394314010797,0.329103612213749,0.3489318004205586
84,-1,2,3,0.1072468496784919,0.7505025220051104,0.5970553052197496
85,14,1,4,0.6067196530223528,0.5224263427799718,0.800082347394866
86,-1,2,0,0.867020621621572,0.664113283500683,0.0526840018258211
87,-1,0,-1,0.6080615681440271,0.6939235445441941,0.5154870118211138
88,20,1,5,0.9065573969850824,0.6886016609554996,0.6668739178056421
89,-1,-1,3,0.2259388524409695,0.045893731981856,0.8080054878507279
90,20,2,3,0.1728388226844279,0.1538833264566973,0.4221695292192129
91,8,1,3,0.0530527135243193,0.993109895977409,0.8358207563958542
92,1,1,0,0.5003518599188034,0.2543345405051332,0.4884208368339148
93,12,2,1,0.7284794024972118,0.9808654784207896,0.7661935989432098
94,-1,1,-1,0.4512854337857654,0.85293700050929,0.7485277380740109
95,34,2,2,0.0348469757820423,0.3447838021277855,0.2677209968819554
96,21,-1,4,0.1762450229612383,0.437282516185132,0.6179365922204763
97,-1,1,4,0.294714678364966,0.0513932919384645,0.0566187369125513
98,-1,-1,0,0.2586123731352781,0.2633655950595753,0.2915710278241189
99,-1,1,2,0.0750125166696215,0.2618008112681269,0.360938513045938
100,23,1,3,0.676312605240583,0.9880719480448964,0.8575091045844839
101,4,2,1,0.296747969943144,0.7119117712667128,0.0053149562414307
102,3,1,5,0.9034703807899902,0.0326844308804196,0.7852674165509543
103,-1,-1,4,0.8382465035221914,0.0231456958140227,0.4390439975217267
104,40,-1,-1,0.0005566311015829,0.7400892071828359,0.2483710370694613
105,16,1,0,0.2274187511542782,0.324875996958742,0.8606374124545254
106,13,1,3,0.1952708100954622,0.6564753476780308,0.5813859997216095
107,31,-1,0,0.1860398305784928,0.6890326274222629,0.0180408208129577
108,-1,-1,2,0.6780920720294373,0.4187208001530597,0.5870712808458061
109,3,1,0,0.6812135523702203,0.1096729771671829,0.8442330888402187
110,-1,-1,1,0.7385186138940116,0.7082055229208621,0.4541978624188226
111,11,2,0,0.8290206594937565,0.6388121095830858,0.7878638350652666
112,-1,-1,1,0.7678577512905407,0.675774134321803,0.1589717269659848
113,39,0,-1,0.6644558256134977,0.9536080452735768,0.0997120295201577
114,-1,-1,1,0.6112463622074494,0.5016961462669803,0.8591057035337565
115,4,-1,0,0.0003713858469237,0.0630089635571784,0.3357978874601645
116,-1,-1,2,0.2236969461442863,0.7464942085424892,0.5247021058170624
117,16,0,2,0.898706904800977,0.6874253548072788,0.5114948468366491
118,-1,1,1,0.9721506573880904,0.0602467789848428,0.4915389000205113
119,24,1,1,0.4140543080065459,0.9062907524876636,0.9483091380262716
120,2,0,4,0.9615517914835976,0.210930066718694,0.4261093755985282
121,-1,-1,2,0.4505789723612672,0.4356674656196458,0.1009625845871849
122,-1,2,2,0.2416774191451556,0.1446599621561525,0.4774950166950106
123,-1,2,2,0.3240571780621164,0.0344275536170221,0.6327110223373698
124,-1,1,4,0.7701989290028867,0.2938771644097344,0.8008781044724275
125,27,1,5,0.9009779579994884,0.8021179933712334,0.0589325364419064
126,11,1,5,0.649725403025328,0.8680381204511528,0.9265749505563337
127,26,1,1,0.9979976367985268,0.3816042712562001,0.9912820242138662
128,40,2,5,0.109289771830158,0.3914220166867163,0.7448170937231168
129,4,2,2,0.4201498544420724,0.4753338489612964,0.2744191490478389
130,-1,0,1,0.7763564754277041,0.1809668617017128,0.7206385601694313
131,25,-1,5,0.3955954757967396,0.0471922518003856,0.5840561415316042
132,6,-1,4,0.648455159301178,0.9951646090204,0.9629974480710858
133,37,-1,1,0.8750151269830134,0.8513335129356538,0.9182232014008004
134,-1,-1,4,0.6689044173765681,0.7023709320435417,0.7443836078433597
135,9,2,0,0.2477828117271913,0.6225928738737764,0.6878924404125292
136,-1,0,3,0.8022030809301364,0.3857796079338519,0.7393732434655489
137,17,-1,0,0.5342389609470389,0.1883874521250049,0.2352925217148223
138,-1,-1,5,0.5570602071735105,0.2245834478765984,0.6941630749154505
139,37,2,-1,0.122112831981035,0.4377403861273354,0.9656636364908988
140,7,-1,1,0.996921244165653,0.6272436495635394,0.4744913901566946
141,-1,0,4,0.4998600493721038,0.1580898588804015,0.9969896841563992
142,-1,1,2,0.873689989894698,0.6985553038361655,0.9402644701964
143,24,1,-1,0.8281633368946244,0.8173477930742031,0.3683822644321667
144,-1,0,4,0.575209337825477,0.8474454718688967,0.382563740000906
145,43,-1,0,0.7442168072816379,0.8905047992741328,0.7778597614516158
146,7,1,1,0.98215113074733,0.1851666376501366,0.9816332363011564
147,-1,-1,3,0.0860802389806566,0.4628583278642847,0.0563615627021826
148,-1,-1,-1,0.894696748860311,0.012950617532257,0.8164152720251214
149,12,0,3,0.2306675832897876,0.6401657185378599,0.9907441456467074
150,37,2,-1,0.1901782827223224,0.1155735486047794,0.8466391462568764
151,-1,1,0,0.7867192707554655,0.39907798151363,0.8184409554185134
152,-1,2,2,0.5310264067493576,0.5227497827509758,0.9841323608892146
153,-1,2,3,0.3035493456354128,0.6876425363535913,0.2488690312740562
154,-1,-1,3,0.8087909404542132,0.995309605539929,0.9479258830515084
155,33,2,2,0.6812913763638615,0.2591156949391117,0.8918687405155834
156,9,1,0,0.1290915543206098,0.557064133933701,0.2806594119850597
157,-1,1,2,0.8150225916233532,0.7550918760567681,0.3250648311803682
158,-1,0,5,0.0226406384086199,0.9384373160464996,0.4960953982358171
159,23,0,1,0.1717173806290269,0.1601494071373564,0.1684765936171075
160,-1,0,1,0.8810866298976754,0.1715911159075822,0.1732644038249469
161,22,1,5,0.3957403420835952,0.4041776827964315,0.84415531310843
162,-1,1,-1,0.0122641557599998,0.3665008552674488,0.9412194156339458
163,13,1,3,0.1293808881244598,0.0937203138603721,0.5078401825771289
164,4,0,5,0.4891960171832947,0.1377755232909959,0.2686956387966237
165,-1,1,-1,0.1196308222300377,0.9771298246687652,0.2034239012371205
166,-1,2,-1,0.745618127993876,0.3625304947615085,0.0068524994110792
167,21,0,4,0.1953528403943693,0.7832831316784219,0.6083060256361587
168,29,-1,3,0.6091535270594263,0.4614555221235795,0.3267373124446506
169,1,2,-1,0.7757341689049764,0.8276858683567103,0.6012270694831097
170,42,-1,1,0.1228457641057966,0.8992649219808042,0.4549662707597103
171,19,0,5,0.2232018516038969,0.5079756329024586,0.9234442535175972
172,8,-1,5,0.717768368389579,0.4093768202234837,0.6125142061618432
173,-1,2,1,0.5647821808390694,0.7775502049757326,0.3977357040540783
174,30,0,3,0.940053532107434,0.9427110659735254,0.1203033702192873
175,36,0,2,0.8803525739972619,0.5568678097577546,0.293659570259875
176,25,-1,3,0.3768260866427049,0.6229467401215338,0.0102188941146449
177,14,1,5,0.1286579385853055,0.5918246216728844,0.8703960022782896
178,34,0,3,0.1428564488761875,0.2657930050149164,0.6654746806481443
179,-1,0,-1,0.0288338874207062,0.6810763431460584,0.3722120514750069
180,-1,1,4,0.3786526749708339,0.480680686608789,0.939046055786489
181,1,1,0,0.8392708203125734,0.4787111025999514,0.6883767997208994
182,1,-1,4,0.3391945357499244,0.5415206004621484,0.3015739996805647
183,-1,-1,4,0.587059041732021,0.9745872934682048,0.7642438632523885
184,27,0,0,0.8373397369647849,0.6806242862611388,0.4117129223318777
185,35,0,1,0.820547585758106,0.4212896396125178,0.2802485087765667
186,7,-1,2,0.4264625948235727,0.8635729304868233,0.5794827507514733
187,26,-1,4,0.9009846013563424,0.5330668255920729,0.1198741458163097
188,0,-1,2,0.42189374576817,0.1769530087128886,0.2280830316669918
189,36,0,0,0.1986364483812266,0.2547804429235231,0.0619897112836562
190,10,2,0,0.9526390562630036,0.5478771745197532,0.7626104335689627
191,-1,0,3,0.3002367947376778,0.640075782184408,0.2427829137064716
192,4,1,4,0.0198963910356799,0.6662485670548516,0.3641531921213882
193,26,-1,5,0.4677537316168306,0.8262884260625543,0.236049274693742
194,-1,0,3,0.2184878226244088,0.0902872155002795,0.27986546757567
195,31,0,1,0.18435650147834,0.5687992503794536,0.8700855198976921
196,-1,-1,2,0.3190869233553847,0.3001882679798423,0.062442559289533
197,6,1,1,0.9941556522785676,0.903160032820551,0.7514714757666482
198,-1,-1,2,0.2285887528937866,0.2870509755736742,0.6453789274416062
199,15,1,3,0.0474558008595098,0.9377172000384572,0.4936031408076967
200,-1,0,3,0.1461323693207343,0.6915699123564417,0.0331593373461839
201,26,-1,0,0.6213746773502062,0.1220676869861081,0.4155472530669131
202,34,-1,2,0.2587060399155704,0.0045361906772198,0.8186949791036617
203,14,1,2,0.6932689476914365,0.4723282182862339,0.4698487888540383
204,2,2,1,0.8369838438674149,0.2945323079339547,0.7071117506453939
205,3,1,1,0.402996688302365,0.0193878927539622,0.8318004423628668
206,8,0,4,0.0553245726265314,0.0799266436753397,0.9769621301606128
207,18,1,3,0.604178625630144,0.9400251756082908,0.2104146299453492
208,33,0,3,0.3360257342337769,0.2017353198274594,0.2612458036307765
209,-1,2,0,0.4505563322331257,0.7862419977954824,0.1094268700648575
210,27,0,4,0.3977331256360962,0.1195022409898,0.08007341821079
211,-1,-1,3,0.0711869636729016,0.5947039695463541,0.325320363221961
212,-1,2,5,0.6641616922283711,0.4214981773279419,0.2677950766205467
213,34,2,3,0.5640132139113786,0.7490063851793701,0.0641998606599998
214,-1,0,1,0.2739657109634874,0.0027752445444879,0.0909923017772816
215,-1,1,1,0.8991221082811279,0.2160028574429332,0.15659473107729
216,37,2,1,0.5075922130741113,0.3923706938829938,0.7735328200413202
217,-1,0,0,0.5819364614887306,0.1353582594497462,0.5654948431541594
218,22,-1,-1,0.5382040045304566,0.3489636199925535,0.9345822991968926
219,1,-1,5,0.3000595353985761,0.622241632351436,0.5421464962181791
220,14,0,-1,0.1505334350090805,0.3364249865007871,0.4908479537752042
221,25,2,3,0.2478426460435627,0.1769846549685646,0.0301498093867046
222,34,2,4,0.8155304805830134,0.3832023174550879,0.0760841936788492
223,-1,-1,2,0.1215382101235428,0.2683676389307057,0.1453429479258797
224,-1,1,2,0.8158976951531973,0.1988641839949093,0.900045727938569
225,39,1,2,0.1241364197488035,0.4799967642976721,0.1406953023491381
226,20,0,3,0.856475183725622,0.1669111296090051,0.8390423589604992
227,-1,2,3,0.0407483990438234,0.4211271624359829,0.8565700462134903
228,43,2,1,0.8394178120987664,0.5610435341934238,0.5876213782637072
229,8,2,0,0.6332655856157012,0.0460983565641899,0.6857666559568023
230,11,-1,3,0.8794646179394014,0.4777996574072699,0.4487708789058902
231,19,1,3,0.576101775584091,0.0887014649531388,0.9577323743488372
232,-1,-1,1,0.4978150934971308,0.7522754402443452,0.3070793610047011
233,13,2,0,0.8684884483055842,0.3859361231220456,0.088219882472097
234,-1,2,2,0.204756244173261,0.413335460514494,0.8875836234453193
235,41,-1,3,0.5625169733980033,0.088507209505058,0.0722860717735656
236,28,1,4,0.9448965877063537,0.6963354690792878,0.9570554503168196
237,0,1,4,0.1391368720622788,0.4913740047026025,0.9726894617698132
238,5,-1,2,0.3182819057831958,0.3238252121883814,0.7463191226665651
239,37,2,2,0.3464756134934768,0.2932798191646442,0.7856592025820858
240,8,-1,3,0.3389852818886046,0.5374474123646095,0.2612627639469765
241,-1,2,5,0.3124225965820587,0.1448779204341339,0.069141426953839
242,20,0,2,0.725772923305738,0.4376553864727774,0.4567327913773301
243,18,2,3,0.8211032545818839,0.4867593675825648,0.0050233181447305
244,8,-1,5,0.9502136455408506,0.2116923207239619,0.77733931488177
245,-1,1,0,0.6129114073694517,0.9010706193805992,0.3754743008492773
246,-1,0,4,0.0556382731362733,0.3002516979900211,0.93163188996887
247,-1,2,3,0.5507123417582485,0.0837690901747161,0.8927428556036177
248,34,-1,4,0.0993765673358537,0.354623953296742,0.811226292618327
249,29,-1,4,0.5091974104355093,0.1991094085577071,0.4308896608107984
250,-1,-1,1,0.952577091731612,0.9243314692251228,0.0335685188681086
251,27,0,4,0.2605471215393897,0.7540457210696102,0.3839071233729354
252,8,0,1,0.4839081061683286,0.0873334304051406,0.7371794771273833
253,40,0,2,0.1249519468054498,0.7824497468571725,0.8896039825784209
254,4,1,5,0.1134516471045151,0.8445481734131784,0.9339724664602396
255,40,1,0,0.8919144234737341,0.2657435859034857,0.617651399171785
256,18,-1,3,0.7285989841050242,0.213443183546052,0.6863664721295141
257,0,2,0,0.098839433931916,0.7557448626322683,0.56921189195316
258,4,2,0,0.8156570550843912,0.1547732747614881,0.957148321968966
259,38,-1,4,0.0899517139849915,0.2367310017320198,0.2466590838072884
260,-1,2,4,0.0591158575190861,0.0388228998319877,0.6202949388124566
261,14,1,0,0.9316210751756996,0.9812280299378828,0.0442611649919433
262,7,2,4,0.3938987129957821,0.094567248594037,0.6061396935822326
263,40,1,4,0.8070246035045169,0.8946314417929839,0.6749855945454647
264,16,-1,4,0.6707743432299867,0.1600591213579979,0.3978959208217842
265,-1,1,5,0.764440635802797,0.0603477010616541,0.1750123553921596
266,25,1,1,0.4744304802467889,0.1364476301555607,0.9270528597336936
267,37,1,3,0.0354254884765091,0.0741043789558262,0.4286582146232209
268,-1,0,2,0.0405194022666004,0.1763200693769426,0.1140710862580086
269,36,-1,1,0.5617254709044958,0.8780650316327054,0.7956437426099522
270,24,-1,5,0.2959023348001767,0.0435943326908253,0.60397519899132
271,-1,-1,4,0.4586258665654078,0.1145554289073562,0.7907001576765601
272,39,-1,2,0.7544763762361911,0.670944799175084,0.6925207791072174
273,39,-1,4,0.9619922880994785,0.4465047957343057,0.9758751598347408
274,28,0,1,0.9326972923329596,0.4576732887452545,0.8513054493198654
275,11,2,4,0.3926363977836663,0.9537707853849294,0.2728287700390951
276,-1,0,5,0.261259859841504,0.577015866227248,0.9426524680178244
277,20,0,1,0.2266198599334685,0.1843382826957638,0.8145531339974333
278,-1,2,4,0.971305284783986,0.4493819864567692,0.6668044466991223
279,-1,0,5,0.2188063026837791,0.5930963441780498,0.4655505644639537
280,-1,2,5,0.1546324858301062,0.6130044128188188,0.3606614616847493
281,-1,-1,1,0.3907326655304852,0.9367660044572984,0.9268051246095992
282,-1,2,0,0.4161960033823275,0.4496409481030784,0.6348299051682078
283,-1,1,3,0.8525849383111437,0.1406171439435488,0.4083978741880949
284,18,2,3,0.2387928953796118,0.7514888679375068,0.2855897607876478
285,43,2,1,0.4943590296523461,0.5452687834857377,0.2632724102186826
286,13,1,1,0.3655747757490807,0.5085777122307829,0.2147484397665165
287,17,1,5,0.6113297929696969,0.0873544534664214,0.918980201692006
288,-1,2,5,0.2715108845520613,0.3667838961108343,0.2822997071907673
289,42,-1,5,0.8051316992952214,0.2400604853105269,0.8324492334638515
290,21,2,4,0.3833292785188107,0.2673261318734401,0.6417981736529988
291,4,-1,5,0.4234863522075495,0.4864483822522606,0.9113711686412276
292,-1,0,5,0.6176576851502933,0.437702689512447,0.6617416234803105
293,33,1,1,0.260230046754891,0.226866173498068,0.0948595338114723
294,7,-1,0,0.1984234546901101,0.755164691083096,0.257914893967516
295,4,-1,0,0.7500431483230193,0.8306431075493718,0.882801830055056
296,-1,0,5,0.8884875575968523,0.8622980416871001,0.4701826111253289
297,20,1,1,0.4195638123956479,0.6154847194157835,0.4271409119815865
298,-1,0,5,0.9519983641221826,0.1862335359796053,0.4169343292431569
299,-1,-1,5,0.1990928213887253,0.1360653902903944,0.6858024972059652
300,15,-1,4,0.7954251390687317,0.8489549725557515,0.3481658552075113
301,38,0,5,0.5298543445274339,0.445351282462453,0.0541882185155446
302,-1,-1,4,0.9647417455422206,0.639858584262733,0.2505000998825106
303,21,2,4,0.8172711511361834,0.2748424812786766,0.4733472850106195
304,30,-1,4,0.4016117040569601,0.3648566528867442,0.42313460600202
305,11,0,-1,0.5891049969749429,0.8887544498864228,0.9921793748144412
306,3,-1,0,0.2598754247254529,0.4229950395727657,0.0154352940228807
307,-1,0,3,0.4701712339658699,0.8516687903350313,0.273778488940205
308,12,2,5,0.5292025323327351,0.3627898476331576,0.0774175280531274
309,17,1,5,0.8642080552227912,0.1223072393287442,0.1612527936499972
310,10,-1,4,0.1390098252336794,0.6628583850310726,0.8199438826031182
311,-1,0,1,0.8813282411979126,0.4672534208616649,0.2230094814103583
312,37,-1,4,0.0001882349850954,0.7305199412958537,0.5365928607372619
313,-1,2,-1,0.3107236989817553,0.8710423828718944,0.9764271239818778
314,10,-1,2,0.8434611295191657,0.592395151074245,0.3844348862360174
315,24,-1,4,0.0795712693467524,0.8318862723090025,0.7058549678455445
316,-1,-1,5,0.921503242979321,0.6167888748865321,0.6834498843673542
317,17,-1,2,0.0544331761320708,0.6483383314372035,0.0275612060107954
318,43,-1,0,0.1351888898327017,0.0984995417598402,0.1861830653285864
319,41,1,0,0.1473587062726954,0.9870651818066052,0.9174827767999826
320,37,-1,4,0.6032370664505001,0.950321174325274,0.0236227658002697
321,-1,-1,0,0.0689227386712274,0.6112946314991001,0.8334971924139999
322,-1,0,4,0.2264875646554009,0.427486622615257,0.8809189795557457
323,6,2,5,0.8039479548790907,0.2420803156355168,0.8132821113615462
324,-1,1,2,0.2939814676406131,0.0584783776934884,0.987347782950385
325,-1,-1,2,0.8641796523453096,0.2059442911307792,0.4732513195752184
326,27,1,2,0.9299420526409976,0.6416681046426675,0.3143269068593843
327,3,0,-1,0.7297387265985562,0.9654777024782404,0.9571932661760352
328,42,2,-1,0.613918028684882,0.8217537240408913,0.8581527056221346
329,2,0,0,0.5913387339665138,0.883220323375104,0.7344406495394138
330,41,1,0,0.4901377142297113,0.9738567522295988,0.1509848866302768
331,-1,-1,5,0.3034874041701675,0.3718686440337766,0.9166001398076782
332,38,1,3,0.122742215729465,0.4251523451686131,0.1597748850163639
333,11,0,1,0.3355749536209683,0.773474820296136,0.0518389335476792
334,11,0,5,0.2883486266471458,0.4730079714157806,0.5083312428344441
335,-1,0,1,0.1152360975834192,0.5731172246866599,0.2614049944226417
336,-1,2,4,0.6818478452400714,0.177934767544734,0.1609620541666535
337,39,-1,2,0.4481806090916196,0.9527767610952071,0.8094830501825633
338,5,-1,2,0.1911467062148952,0.8048991703274191,0.6082804620118172
339,-1,2,3,0.4808553722983671,0.1811130395534365,0.8070196891489562
340,-1,2,1,0.504864570714348,0.9246228933132036,0.4567910891453987
341,-1,0,4,0.692918661721583,0.188633561191703,0.7721669041533601
342,24,1,3,0.7841144761479474,0.7310755682465694,0.3404815456965281
343,-1,2,3,0.61643796874812,0.3338455132080093,0.4114530468747771
344,-1,2,4,0.7475115665621763,0.7262090933701875,0.7382282047063369
345,41,2,3,0.0233943148338617,0.1293881450299695,0.5494817614728632
346,-1,0,2,0.601954811683341,0.8264425452295828,0.8258436509536494
347,14,1,3,0.2711023334482613,0.1354418312526362,0.6386076472428555
348,14,-1,5,0.521631911575733,0.4782139648756736,0.5672819796030669
349,5,2,3,0.2565685158571154,0.1022406382021314,0.0047940560773824
350,-1,0,2,0.5771986872370859,0.9717661666257644,0.5261515679690048
351,-1,0,4,0.1986828164932328,0.9054824594434664,0.8396208733032806
352,9,2,5,0.1715407538334205,0.1689467999230439,0.8415003779804228
353,27,2,0,0.4537472284799884,0.6656367478639428,0.6830578811706646
354,-1,-1,0,0.1364329343274531,0.1582789588954515,0.4185113478747331
355,-1,0,-1,0.9857652962352182,0.5303087240354086,0.5401957867692644
356,22,2,4,0.722547384123339,0.3359110674728193,0.5930434794633556
357,-1,1,-1,0.944358278746004,0.3052436595477049,0.0027017277528709
358,31,-1,-1,0.7409713189441771,0.8944067119939446,0.1251460299012949
359,-1,1,-1,0.2408186132379772,0.2319936188269856,0.8351311776127817
360,-1,1,0,0.595671760254775,0.0211296931664466,0.261617891523022
361,22,1,4,0.5675532648021684,0.917642765652378,0.8932023883130777
362,38,-1,-1,0.1714536993920593,0.792328695746687,0.6526054747052553
363,-1,-1,5,0.5304231328345528,0.290887735997444,0.7659161392110275
364,-1,-1,2,0.0625519655711313,0.154742490505598,0.3807270977553452
365,-1,2,-1,0.8246139065536374,0.183122026956416,0.6857117826875812
366,-1,0,-1,0.4437212555932889,0.0691497919776322,0.3935392299956798
367,19,-1,2,0.9003019711606284,0.5917681404503066,0.581243007026964
368,18,-1,-1,0.9919181119399516,0.6559703945383295,0.2785210655226919
369,-1,2,0,0.4212582367368112,0.5537372354274931,0.856614741758734
370,39,1,3,0.3004602534204855,0.1249452984664979,0.8028176542838824
371,-1,1,5,0.4055745824047404,0.2397511741575159,0.435915826169058
372,20,-1,2,0.6020184687589295,0.2050027813606351,0.0071944038219752
373,27,2,0,0.3401069640043196,0.952893352076238,0.2734899552951279
374,3,0,3,0.3812027221685931,0.9591965479048856,0.085257511227673
375,29,1,2,0.5679414910147756,0.0899227892828973,0.6832344923334129
376,-1,-1,2,0.2876031338259698,0.0075013300728591,0.3133413337330099
377,32,1,5,0.0914797109321418,0.9708349821186892,0.1277413552141415
378,43,1,3,0.4277642827524072,0.3074648936846097,0.8889791693368931
379,-1,2,-1,0.4267257056772888,0.1246410145161595,0.664195442173702
380,40,-1,4,0.4317392090084633,0.9566678516118604,0.1644650610882302
381,29,-1,5,0.6885849708673226,0.90811858865049,0.8380378201958452
382,-1,1,2,0.2902603412297985,0.6078033906778385,0.6485147034599736
383,-1,2,1,0.9756968649602312,0.668100984111481,0.4478158706057705
384,-1,-1,-1,0.2259396559080212,0.5987855834812343,0.1083514345514016
385,-1,-1,-1,0.4484096053624082,0.4379083402277064,0.8506760077025419
386,-1,1,-1,0.6675384843337243,0.3616646500430185,0.1142542224055245
387,-1,-1,0,0.2536783901586095,0.673664718827169,0.4995045791384878
388,8,-1,5,0.851374605958375,0.3357463792666271,0.4436616191582014
389,-1,0,2,0.9755839162513604,0.6743181623116045,0.712113088666562
390,-1,-1,1,0.2250085476846101,0.5752747611132655,0.7387018691721526
391,31,1,-1,0.7380755031978298,0.3113334446901803,0.957391990459418
